day,open,high,low,close,volume,T_close,T_low,T_high,BorS
20141107,1.23785,1.24683,1.23571,1.24535,90622,1.24235,1.2418,1.2509,0
20141110,1.24637,1.2509,1.2418,1.24235,75480,1.24728,1.23939,1.24988,1
20141111,1.24234,1.24988,1.23939,1.24728,78921,1.24279,1.24187,1.24974,0
20141112,1.24729,1.24974,1.24187,1.24279,99032,1.24747,1.24259,1.24917,1
20141113,1.24281,1.24917,1.24259,1.24747,99106,1.25215,1.23988,1.25462,1
20141114,1.24744,1.25462,1.23988,1.25215,111228,1.24491,1.2444,1.25771,0
20141117,1.25204,1.25771,1.2444,1.24491,95867,1.25311,1.24432,1.25449,1
20141118,1.24492,1.25449,1.24432,1.25311,73916,1.25446,1.25116,1.25991,1
20141119,1.25309,1.25991,1.25116,1.25446,59227,1.25413,1.2504,1.25746,0
20141120,1.25446,1.25746,1.2504,1.25413,84281,1.23892,1.23747,1.25675,0
20141121,1.25412,1.25675,1.23747,1.23892,79507,1.2441,1.23623,1.24444,1
20141124,1.23623,1.24444,1.23623,1.2441,56381,1.24736,1.24015,1.24865,1
20141125,1.24407,1.24865,1.24015,1.24736,60485,1.25044,1.24429,1.2531,1
20141126,1.24734,1.2531,1.24429,1.25044,68308,1.24664,1.24643,1.25233,0
20141127,1.25047,1.25233,1.24643,1.24664,35556,1.24498,1.24259,1.24897,0
20141128,1.24657,1.24897,1.24259,1.24498,57770,1.24682,1.24189,1.25062,1
20141201,1.24613,1.25062,1.24189,1.24682,61133,1.23818,1.23765,1.24757,0
20141202,1.24685,1.24757,1.23765,1.23818,54902,1.23092,1.23008,1.23904,0
20141203,1.23806,1.23904,1.23008,1.23092,53389,1.23787,1.22794,1.24561,1
20141204,1.23103,1.24561,1.22794,1.23787,59803,1.22844,1.22707,1.23925,0
20141205,1.23767,1.23925,1.22707,1.22844,57574,1.23162,1.22472,1.23435,1
20141208,1.22828,1.23435,1.22472,1.23162,61822,1.23736,1.2292,1.24476,1
20141209,1.23061,1.24476,1.2292,1.23736,72035,1.24467,1.23619,1.24481,1
20141210,1.23737,1.24481,1.23619,1.24467,70649,1.2408,1.237,1.24949,0
20141211,1.24435,1.24949,1.237,1.2408,66726,1.246,1.23842,1.2485,1
20141212,1.24112,1.2485,1.23842,1.246,64050,1.24345,1.24144,1.24785,0
20141215,1.24731,1.24785,1.24144,1.24345,70545,1.25102,1.24334,1.25696,1
20141216,1.24351,1.25696,1.24334,1.25102,77613,1.23406,1.23204,1.25154,0
20141217,1.25079,1.25154,1.23204,1.23406,73842,1.22856,1.22656,1.23527,0
20141218,1.23405,1.23527,1.22656,1.22856,68670,1.22224,1.222,1.23019,0
20141219,1.22849,1.23019,1.222,1.22224,60928,1.22285,1.22164,1.22723,1
20141222,1.2223,1.22723,1.22164,1.22285,168586,1.21721,1.21644,1.22454,0
20141223,1.22285,1.22454,1.21644,1.21721,154430,1.21891,1.21693,1.22199,1
20141224,1.21721,1.22199,1.21693,1.21891,120016,1.21773,1.21684,1.22108,0
20141226,1.22085,1.22108,1.21684,1.21773,75586,1.215,1.2143,1.22209,0
20141229,1.21807,1.22209,1.2143,1.215,65934,1.21546,1.21237,1.21873,1
20141230,1.215,1.21873,1.21237,1.21546,46274,1.21018,1.20973,1.21695,0
20141231,1.21525,1.21695,1.20973,1.21018,31431,1.20014,1.19997,1.2069,0
20150102,1.20538,1.2069,1.19997,1.20014,53082,1.19317,1.18642,1.19757,0
20150105,1.19454,1.19757,1.18642,1.19317,95141,1.18887,1.18836,1.19682,0
20150106,1.19318,1.19682,1.18836,1.18887,91694,1.18386,1.18014,1.18956,0
20150107,1.18889,1.18956,1.18014,1.18386,98091,1.17899,1.17536,1.18467,0
20150108,1.18386,1.18467,1.17536,1.17899,82605,1.18402,1.17623,1.1845,1
20150109,1.17901,1.1845,1.17623,1.18402,91031,1.18325,1.17856,1.18702,0
20150112,1.18481,1.18702,1.17856,1.18325,80991,1.17718,1.17529,1.18589,0
20150113,1.18324,1.18589,1.17529,1.17718,93072,1.17881,1.17267,1.18451,1
20150114,1.17712,1.18451,1.17267,1.17881,101182,1.16298,1.15673,1.17921,0
20150115,1.17882,1.17921,1.15673,1.16298,123477,1.1565,1.14594,1.16479,0
20150116,1.16305,1.16479,1.14594,1.1565,121343,1.1606,1.15512,1.16381,1
20150119,1.15524,1.16381,1.15512,1.1606,49994,1.15479,1.15397,1.16138,0
20150120,1.1605,1.16138,1.15397,1.15479,36577,1.16087,1.15406,1.1679,1
20150121,1.1548,1.1679,1.15406,1.16087,45778,1.13642,1.13156,1.16485,0
20150122,1.16088,1.16485,1.13156,1.13642,56254,1.12032,1.11145,1.13731,0
20150123,1.1363,1.13731,1.11145,1.12032,62443,1.12373,1.1097,1.12945,1
20150126,1.11492,1.12945,1.1097,1.12373,51017,1.13803,1.1223,1.14221,1
20150127,1.12377,1.14221,1.1223,1.13803,65401,1.12865,1.12757,1.13828,0
20150128,1.13803,1.13828,1.12757,1.12865,71647,1.13185,1.12612,1.1367,1
20150129,1.12867,1.1367,1.12612,1.13185,45808,1.12844,1.1277,1.13628,0
20150130,1.13154,1.13628,1.1277,1.12844,44893,1.13413,1.12918,1.13616,1
20150202,1.13115,1.13616,1.12918,1.13413,62969,1.14781,1.13122,1.15332,1
20150203,1.13399,1.15332,1.13122,1.14781,76897,1.13433,1.13155,1.14842,0
20150204,1.14779,1.14842,1.13155,1.13433,68436,1.14763,1.13035,1.14983,1
20150205,1.13428,1.14983,1.13035,1.14763,75428,1.13102,1.1309,1.1485,0
20150206,1.1476,1.1485,1.1309,1.13102,66082,1.13234,1.12698,1.13586,1
20150209,1.12952,1.13586,1.12698,1.13234,65423,1.13197,1.12726,1.13448,0
20150210,1.13233,1.13448,1.12726,1.13197,68782,1.13351,1.12794,1.13466,1
20150211,1.132,1.13466,1.12794,1.13351,64391,1.14022,1.13016,1.14224,1
20150212,1.13348,1.14224,1.13016,1.14022,71174,1.13919,1.13792,1.14421,0
20150213,1.1402,1.14421,1.13792,1.13919,60539,1.13528,1.13191,1.14285,0
20150216,1.13994,1.14285,1.13191,1.13528,51180,1.141,1.13217,1.14478,1
20150217,1.13533,1.14478,1.13217,1.141,69394,1.13962,1.13335,1.14152,0
20150218,1.14097,1.14152,1.13335,1.13962,64941,1.13674,1.1355,1.14496,0
20150219,1.1396,1.14496,1.1355,1.13674,59608,1.13785,1.12788,1.14231,1
20150220,1.13675,1.14231,1.12788,1.13785,69708,1.1334,1.12947,1.13952,0
20150223,1.1394,1.13952,1.12947,1.1334,55171,1.13397,1.129,1.13577,1
20150224,1.13335,1.13577,1.129,1.13397,59023,1.13606,1.13353,1.1388,1
20150225,1.13395,1.1388,1.13353,1.13606,56279,1.11975,1.11834,1.13791,0
20150226,1.13593,1.13791,1.11834,1.11975,61702,1.11957,1.11758,1.12446,0
20150227,1.11975,1.12446,1.11758,1.11957,64212,1.11824,1.11597,1.12402,1
20150302,1.11805,1.12402,1.11597,1.11824,53999,1.11752,1.11545,1.12171,0
20150303,1.11835,1.12171,1.11545,1.11752,56768,1.10767,1.10615,1.11852,0
20150304,1.11742,1.11852,1.10615,1.10767,58963,1.10291,1.09879,1.11118,0
20150305,1.10772,1.11118,1.09879,1.10291,65260,1.08433,1.08387,1.10322,0
20150306,1.10284,1.10322,1.08387,1.08433,65770,1.08518,1.08227,1.09061,1
20150309,1.08296,1.09061,1.08227,1.08518,59259,1.06785,1.06676,1.08547,0
20150310,1.08509,1.08547,1.06676,1.06785,80747,1.05444,1.05108,1.07163,0
20150311,1.06791,1.07163,1.05108,1.05444,88716,1.06241,1.04943,1.06833,1
20150312,1.05457,1.06833,1.04943,1.06241,89897,1.0491,1.04619,1.06343,0
20150313,1.06238,1.06343,1.04619,1.0491,83231,1.05669,1.04791,1.06193,1
20150316,1.04855,1.06193,1.04791,1.05669,83480,1.05972,1.0551,1.06505,1
20150317,1.05664,1.06505,1.0551,1.05972,72360,1.08284,1.05797,1.10415,1
20150318,1.05961,1.10415,1.05797,1.08284,87707,1.06561,1.06125,1.09191,0
20150319,1.08291,1.09191,1.06125,1.06561,108492,1.08189,1.0655,1.08813,1
20150320,1.06562,1.08813,1.0655,1.08189,82998,1.09441,1.07667,1.09707,1
20150323,1.08667,1.09707,1.07667,1.09441,91164,1.09176,1.08897,1.10286,0
20150324,1.09457,1.10286,1.08897,1.09176,80431,1.09708,1.09002,1.10139,1
20150325,1.09184,1.10139,1.09002,1.09708,69676,1.0874,1.08555,1.10515,0
20150326,1.09711,1.10515,1.08555,1.0874,90096,1.08841,1.08007,1.09473,1
20150327,1.08743,1.09473,1.08007,1.08841,83003,1.0832,1.08095,1.08913,0
20150330,1.08841,1.08913,1.08095,1.0832,75517,1.07308,1.07123,1.08447,0
20150331,1.08317,1.08447,1.07123,1.07308,69986,1.07624,1.0718,1.07992,1
20150401,1.07331,1.07992,1.0718,1.07624,72006,1.08792,1.07497,1.09048,1
20150402,1.07622,1.09048,1.07497,1.08792,67705,1.09679,1.08632,1.10261,1
20150403,1.08793,1.10261,1.08632,1.09679,42077,1.09213,1.0909,1.10348,0
20150406,1.10007,1.10348,1.0909,1.09213,42757,1.08137,1.08029,1.0954,0
20150407,1.09211,1.0954,1.08029,1.08137,70601,1.07795,1.07627,1.0887,0
20150408,1.08137,1.0887,1.07627,1.07795,75526,1.06584,1.06372,1.07884,0
20150409,1.07796,1.07884,1.06372,1.06584,70590,1.0603,1.05674,1.06833,0
20150410,1.06585,1.06833,1.05674,1.0603,69701,1.05659,1.05202,1.0619,0
20150413,1.0603,1.0619,1.05202,1.05659,70389,1.06539,1.05311,1.07043,1
20150414,1.05658,1.07043,1.05311,1.06539,77090,1.06869,1.05705,1.07015,1
20150415,1.06534,1.07015,1.05705,1.06869,82182,1.07592,1.06246,1.08172,1
20150416,1.06869,1.08172,1.06246,1.07592,109146,1.08089,1.07343,1.08481,1
20150417,1.07592,1.08481,1.07343,1.08089,92323,1.07379,1.0712,1.08195,0
20150420,1.08089,1.08195,1.0712,1.07379,71131,1.07333,1.06594,1.07808,0
20150421,1.07379,1.07808,1.06594,1.07333,88715,1.07253,1.07079,1.08004,0
20150422,1.07333,1.08004,1.07079,1.07253,92103,1.08245,1.06655,1.08458,1
20150423,1.07253,1.08458,1.06655,1.08245,100310,1.087,1.07842,1.08996,1
20150424,1.08245,1.08996,1.07842,1.087,100422,1.08869,1.08191,1.09263,1
20150427,1.08627,1.09263,1.08191,1.08869,86199,1.09788,1.08595,1.09905,1
20150428,1.08897,1.09905,1.08595,1.09788,100373,1.11265,1.09591,1.11875,1
20150429,1.09767,1.11875,1.09591,1.11265,117734,1.12222,1.10708,1.12659,1
20150430,1.11277,1.12659,1.10708,1.12222,143192,1.11967,1.11742,1.12896,0
20150501,1.12188,1.12896,1.11742,1.11967,102043,1.11469,1.11224,1.12238,0
20150504,1.11922,1.12238,1.11224,1.11469,62128,1.11849,1.10662,1.12203,1
20150505,1.11444,1.12203,1.10662,1.11849,21058,1.13447,1.11749,1.13693,1
20150506,1.11851,1.13693,1.11749,1.13447,41777,1.12657,1.12371,1.13918,0
20150507,1.13473,1.13918,1.12371,1.12657,31120,1.12085,1.11789,1.12876,0
20150508,1.12654,1.12876,1.11789,1.12085,34336,1.11542,1.11305,1.12053,0
20150511,1.12,1.12053,1.11305,1.11542,48188,1.12127,1.11337,1.1278,1
20150512,1.11544,1.1278,1.11337,1.12127,105463,1.13542,1.12019,1.13821,1
20150513,1.12127,1.13821,1.12019,1.13542,86143,1.14095,1.13402,1.14442,1
20150514,1.13535,1.14442,1.13402,1.14095,105445,1.14466,1.13233,1.14661,1
20150515,1.14094,1.14661,1.13233,1.14466,77656,1.1314,1.12979,1.14485,0
20150518,1.14485,1.14485,1.12979,1.1314,51684,1.1149,1.11184,1.13256,0
20150519,1.13146,1.13256,1.11184,1.1149,112076,1.10932,1.10616,1.11514,0
20150520,1.11506,1.11514,1.10616,1.10932,122295,1.11113,1.1079,1.11807,1
20150521,1.10917,1.11807,1.1079,1.11113,109319,1.10141,1.10016,1.12069,0
20150522,1.11113,1.12069,1.10016,1.10141,105107,1.09769,1.09584,1.10089,0
20150525,1.10052,1.10089,1.09584,1.09769,60697,1.08723,1.08626,1.09806,0
20150526,1.09764,1.09806,1.08626,1.08723,113774,1.09034,1.08185,1.09284,1
20150527,1.08718,1.09284,1.08185,1.09034,107899,1.09473,1.08681,1.09579,1
20150528,1.09035,1.09579,1.08681,1.09473,117477,1.09895,1.09251,1.10053,1
20150529,1.09471,1.10053,1.09251,1.09895,104414,1.09258,1.08865,1.09876,0
20150601,1.09835,1.09876,1.08865,1.09258,118176,1.11501,1.09152,1.11927,1
20150602,1.09257,1.11927,1.09152,1.11501,189523,1.12737,1.10811,1.12843,1
20150603,1.11499,1.12843,1.10811,1.12737,102112,1.12372,1.12219,1.13793,0
20150604,1.12736,1.13793,1.12219,1.12372,67005,1.11163,1.10489,1.12793,0
20150605,1.1237,1.12793,1.10489,1.11163,185260,1.12908,1.10837,1.13063,1
20150608,1.11018,1.13063,1.10837,1.12908,151933,1.12817,1.12136,1.13446,0
20150609,1.12902,1.13446,1.12136,1.12817,171017,1.1323,1.12599,1.13855,1
20150610,1.12796,1.13855,1.12599,1.1323,187092,1.12566,1.11816,1.13306,0
20150611,1.13232,1.13306,1.11816,1.12566,150640,1.12621,1.11509,1.12961,1
20150612,1.12567,1.12961,1.11509,1.12621,148188,1.1282,1.11893,1.12938,1
20150615,1.12133,1.12938,1.11893,1.1282,112511,1.12467,1.12044,1.13292,0
20150616,1.1283,1.13292,1.12044,1.12467,128892,1.13365,1.12057,1.13574,1
20150617,1.12467,1.13574,1.12057,1.13365,150492,1.13595,1.13297,1.1436,1
20150618,1.13365,1.1436,1.13297,1.13595,164077,1.13483,1.12915,1.13962,0
20150619,1.13575,1.13962,1.12915,1.13483,127230,1.13396,1.13115,1.14097,0
20150622,1.1374,1.14097,1.13115,1.13396,131999,1.11674,1.11347,1.13469,0
20150623,1.13398,1.13469,1.11347,1.11674,155646,1.12033,1.11539,1.12344,1
20150624,1.11663,1.12344,1.11539,1.12033,143623,1.12035,1.11534,1.12273,0
20150625,1.12056,1.12273,1.11534,1.12035,122528,1.11713,1.11297,1.12194,0
20150626,1.12023,1.12194,1.11297,1.11713,118027,1.1235,1.09538,1.12776,1
20150629,1.10047,1.12776,1.09538,1.1235,193963,1.11453,1.11123,1.12437,0
20150630,1.12346,1.12437,1.11123,1.11453,156811,1.10518,1.10425,1.11708,0
20150701,1.1138,1.11708,1.10425,1.10518,135375,1.10826,1.10319,1.11209,1
20150702,1.10525,1.11209,1.10319,1.10826,127664,1.11038,1.10643,1.11175,1
20150703,1.10835,1.11175,1.10643,1.11038,100302,1.10551,1.09688,1.1095,1
20150706,1.09794,1.1095,1.09688,1.10551,153241,1.10103,1.09158,1.10581,0
20150707,1.10551,1.10581,1.09158,1.10103,173532,1.10756,1.09734,1.10925,1
20150708,1.10104,1.10925,1.09734,1.10756,160145,1.10353,1.0991,1.11245,0
20150709,1.10754,1.11245,1.0991,1.10353,143058,1.11541,1.103,1.12153,1
20150710,1.10353,1.12153,1.103,1.11541,157263,1.10001,1.09948,1.11963,0
20150713,1.10993,1.11963,1.09948,1.10001,148975,1.10082,1.09649,1.10808,1
20150714,1.10001,1.10808,1.09649,1.10082,143583,1.09477,1.09293,1.10349,0
20150715,1.10082,1.10349,1.09293,1.09477,142084,1.0873,1.08549,1.0962,0
20150716,1.09483,1.0962,1.08549,1.0873,142399,1.08299,1.08281,1.09063,0
20150717,1.08731,1.09063,1.08281,1.08299,118343,1.08245,1.08078,1.08695,0
20150720,1.08332,1.08695,1.08078,1.08245,114976,1.09324,1.08109,1.0969,1
20150721,1.08243,1.0969,1.08109,1.09324,148078,1.09278,1.08691,1.09662,0
20150722,1.09341,1.09662,1.08691,1.09278,201564,1.09826,1.09213,1.1018,1
20150723,1.09234,1.1018,1.09213,1.09826,167735,1.09762,1.09251,1.09955,0
20150724,1.098,1.09955,1.09251,1.09762,123733,1.10866,1.09687,1.11292,1
20150727,1.09759,1.11292,1.09687,1.10866,144804,1.10592,1.10219,1.10995,0
20150728,1.10871,1.10995,1.10219,1.10592,130623,1.09821,1.09667,1.10837,0
20150729,1.10588,1.10837,1.09667,1.09821,137518,1.09313,1.08931,1.0989,0
20150730,1.09809,1.0989,1.08931,1.09313,140793,1.09831,1.09208,1.11139,1
20150731,1.09304,1.11139,1.09208,1.09831,153865,1.09503,1.0941,1.09957,0
20150803,1.09711,1.09957,1.0941,1.09503,133107,1.08809,1.08786,1.09873,0
20150804,1.09493,1.09873,1.08786,1.08809,145878,1.09052,1.08477,1.0937,1
20150805,1.08783,1.0937,1.08477,1.09052,146875,1.09235,1.08733,1.09433,1
20150806,1.09041,1.09433,1.08733,1.09235,130104,1.0964,1.08548,1.0978,1
20150807,1.09216,1.0978,1.08548,1.0964,124370,1.10154,1.0925,1.10411,1
20150810,1.09623,1.10411,1.0925,1.10154,100177,1.1037,1.09602,1.1088,1
20150811,1.10167,1.1088,1.09602,1.1037,135263,1.11553,1.1024,1.12137,1
20150812,1.1039,1.12137,1.1024,1.11553,143338,1.11476,1.10796,1.11885,0
20150813,1.11563,1.11885,1.10796,1.11476,111556,1.111,1.10976,1.11885,0
20150814,1.1146,1.11885,1.10976,1.111,109986,1.10728,1.10584,1.11245,0
20150817,1.1114,1.11245,1.10584,1.10728,120883,1.10228,1.10171,1.10935,0
20150818,1.10738,1.10935,1.10171,1.10228,118492,1.1116,1.10174,1.11342,1
20150819,1.10238,1.11342,1.10174,1.1116,149525,1.12375,1.11067,1.12444,1
20150820,1.11154,1.12444,1.11067,1.12375,154231,1.13865,1.12289,1.13884,1
20150821,1.12372,1.13884,1.12289,1.13865,186422,1.16129,1.13679,1.17138,1
20150824,1.13742,1.17138,1.13679,1.16129,261024,1.15127,1.13961,1.16214,0
20150825,1.16168,1.16214,1.13961,1.15127,240331,1.13115,1.12912,1.15612,0
20150826,1.15155,1.15612,1.12912,1.13115,231674,1.12393,1.12028,1.13642,0
20150827,1.13072,1.13642,1.12028,1.12393,182195,1.11803,1.11559,1.13094,0
20150828,1.12428,1.13094,1.11559,1.11803,156908,1.1209,1.11692,1.1262,1
20150831,1.11767,1.1262,1.11692,1.1209,123169,1.13133,1.12077,1.13318,1
20150901,1.12079,1.13318,1.12077,1.13133,173996,1.12258,1.12162,1.13193,0
20150902,1.13127,1.13193,1.12162,1.12258,159390,1.11222,1.10869,1.1243,0
20150903,1.12252,1.1243,1.10869,1.11222,143731,1.11469,1.10897,1.11894,1
20150904,1.11206,1.11894,1.10897,1.11469,145499,1.11684,1.1121,1.11774,1
20150907,1.11571,1.11774,1.1121,1.11684,112230,1.12012,1.11522,1.12292,1
20150908,1.11668,1.12292,1.11522,1.12012,144581,1.1206,1.11313,1.1216,1
20150909,1.11981,1.1216,1.11313,1.1206,153091,1.12776,1.11715,1.1295,1
20150910,1.1202,1.1295,1.11715,1.12776,168140,1.13395,1.12538,1.13493,1
20150911,1.12755,1.13493,1.12538,1.13395,146179,1.1315,1.12832,1.13729,0
20150914,1.13298,1.13729,1.12832,1.1315,122994,1.12687,1.1258,1.13284,0
20150915,1.13145,1.13284,1.1258,1.12687,137013,1.1289,1.12138,1.13204,1
20150916,1.1268,1.13204,1.12138,1.1289,132461,1.14336,1.12842,1.14408,1
20150917,1.12885,1.14408,1.12842,1.14336,145633,1.12985,1.12691,1.146,0
20150918,1.14333,1.146,1.12691,1.12985,159085,1.11888,1.11809,1.13298,0
20150921,1.12823,1.13298,1.11809,1.11888,139365,1.11236,1.1113,1.12072,0
20150922,1.11886,1.12072,1.1113,1.11236,136408,1.11844,1.11049,1.1213,1
20150923,1.11229,1.1213,1.11049,1.11844,143613,1.12321,1.11641,1.12956,1
